88,8,112,8,112,17,88,17
112,8,130,8,130,16,112,16
130,8,141,8,141,16,130,16
141,8,157,8,157,16,141,16
157,8,173,8,173,16,157,16
174,8,198,8,198,16,174,16
198,8,234,8,234,16,198,16
121,16,133,16,133,21,121,21
110,24,184,24,184,30,110,30
88,38,117,38,117,52,88,52
120,38,161,38,161,52,120,52
164,38,204,38,204,52,164,52
205,38,236,38,236,52,205,52
88,73,112,73,112,78,88,78
110,85,132,85,132,90,110,90
89,92,140,92,140,105,89,105
141,92,169,92,169,104,141,104
170,93,203,91,204,103,170,105
176,105,226,105,226,116,176,116
89,106,108,106,108,113,89,113
108,106,125,106,125,113,108,113
129,106,145,106,145,113,129,113
250,114,270,114,270,125,250,125
145,116,168,116,168,124,145,124
270,116,292,116,292,124,270,124
172,117,205,117,205,125,172,125
89,118,105,118,105,125,89,125
105,118,125,118,125,125,105,125
89,130,105,130,105,137,89,137
105,130,124,130,124,138,105,138
220,134,238,134,238,146,220,146
104,136,125,136,125,146,104,146
126,137,148,137,148,146,126,146
149,136,175,138,174,148,148,146
177,136,197,136,197,146,177,146
197,137,217,137,217,146,197,146
241,136,268,138,267,148,240,146
90,138,106,138,106,146,90,146
210,148,232,148,232,157,210,157
89,149,102,149,102,156,89,156
102,149,130,149,130,157,102,157
130,149,141,149,141,154,130,154
146,149,164,149,164,154,146,154
233,149,270,149,270,158,233,158
90,158,126,158,126,169,90,169
126,158,149,158,149,169,126,169
220,157,240,157,240,168,220,168
241,158,268,158,268,168,241,168
150,160,174,160,174,169,150,169
178,160,197,160,197,168,178,168
198,160,218,160,218,168,198,168
