169,12,216,14,215,24,169,22
97,14,121,14,121,24,97,24
122,14,141,14,141,22,122,22
142,14,153,14,153,22,142,22
153,14,170,14,170,24,153,24
216,14,256,14,256,24,216,24
125,24,141,24,141,32,125,32
141,24,154,24,154,32,141,32
158,24,185,24,185,32,158,32
186,24,226,24,226,32,186,32
101,34,128,34,128,46,101,46
128,34,166,34,166,46,128,46
198,34,229,34,229,46,198,46
229,34,253,34,253,46,229,46
168,36,197,36,197,46,168,46
114,50,132,50,132,61,114,61
137,52,238,52,238,62,137,62
134,68,170,68,170,80,134,80
200,68,246,68,246,81,200,81
170,69,200,69,200,80,170,80
89,72,101,72,101,80,89,80
172,100,198,100,198,109,172,109
198,100,221,100,221,109,198,109
182,114,206,114,206,124,182,124
206,114,232,114,232,125,206,125
88,117,142,117,142,126,88,126
198,142,244,142,244,154,198,154
88,146,102,146,102,154,88,154
104,146,128,146,128,154,104,154
129,145,156,147,155,156,128,154
157,148,170,148,170,154,157,154
84,157,118,159,117,171,83,168
117,157,158,157,158,169,117,169
158,157,184,157,184,170,158,170
185,158,201,158,201,169,185,169
201,157,220,157,220,169,201,169
218,157,238,157,238,169,218,169
238,160,264,160,264,169,238,169
