149,24,173,24,173,33,149,33
173,24,190,24,190,32,173,32
214,24,248,24,248,32,214,32
109,25,132,25,132,33,109,33
132,25,149,25,149,33,132,33
190,25,214,25,214,32,190,32
205,33,213,33,213,38,205,38
113,42,137,42,137,53,113,53
136,42,169,42,169,53,136,53
167,43,223,40,225,62,168,65
224,41,245,41,245,52,224,52
172,44,196,44,196,53,172,53
142,50,169,50,169,65,142,65
205,50,224,50,224,64,205,64
125,56,140,56,140,66,125,66
192,70,210,70,210,82,192,82
210,70,241,70,241,82,210,82
136,73,165,73,165,82,136,82
166,72,189,72,189,82,166,82
173,96,241,96,241,108,173,108
104,100,120,100,120,109,104,109
205,109,236,109,236,122,205,122
186,110,202,110,202,122,186,122
104,114,130,114,130,122,104,122
130,116,144,116,144,121,130,121
121,124,144,124,144,136,121,136
221,125,249,125,249,136,221,136
148,126,168,126,168,136,148,136
189,126,217,126,217,134,189,134
181,136,204,136,204,148,181,148
208,138,230,138,230,148,208,148
233,138,254,138,254,149,233,149
116,140,138,140,138,149,116,149
162,140,177,140,177,148,162,148
104,141,116,141,116,148,104,148
140,141,164,141,164,149,140,149
189,150,217,150,217,161,189,161
122,151,144,153,143,163,121,161
148,153,178,153,178,161,148,161
