204,28,238,28,238,36,204,36
181,29,204,29,204,37,181,37
150,32,181,30,181,37,150,39
124,32,150,32,150,40,124,40
104,33,124,33,124,41,104,41
204,46,228,46,228,58,204,58
172,48,204,48,204,61,172,61
140,49,172,49,172,62,140,62
116,52,140,52,140,64,116,64
168,63,222,59,223,73,169,76
131,65,170,63,171,76,132,79
166,104,202,102,203,110,166,112
138,106,161,106,161,112,138,112
108,108,137,108,137,114,108,114
196,113,209,113,209,121,196,121
209,113,225,113,225,120,209,120
134,117,150,117,150,125,134,125
164,117,177,117,177,122,164,122
198,125,209,125,209,133,198,133
209,125,221,125,221,132,209,132
165,126,186,126,186,134,165,134
186,126,197,126,197,133,186,133
108,132,120,132,120,138,108,138
120,132,130,132,130,137,120,137
221,137,233,137,233,146,221,146
168,141,222,136,223,146,169,151
118,142,144,142,144,148,118,148
156,142,169,142,169,149,156,149
236,148,249,148,249,156,236,156
225,149,236,149,236,156,225,156
192,150,202,150,202,158,192,158
202,150,224,150,224,158,202,158
164,152,178,152,178,160,164,160
180,152,192,152,192,158,180,158
142,153,164,153,164,161,142,161
