72,1,114,1,114,13,72,13
118,1,144,1,144,13,118,13
144,1,169,1,169,13,144,13
169,2,184,2,184,13,169,13
26,26,41,26,41,41,26,41
40,26,54,26,54,42,40,42
156,26,174,26,174,41,156,41
174,26,188,26,188,41,174,41
54,28,84,28,84,42,54,42
82,28,97,28,97,41,82,41
96,28,116,28,116,42,96,42
114,28,129,28,129,42,114,42
126,28,156,28,156,41,126,41
188,28,204,28,204,41,188,41
202,28,225,28,225,41,202,41
69,57,116,57,116,84,69,84
140,60,185,60,185,82,140,82
116,61,138,61,138,82,116,82
109,86,208,86,208,126,109,126
49,89,104,89,104,126,49,126
129,134,156,134,156,152,129,152
40,137,78,135,79,153,41,155
153,136,174,136,174,150,153,150
177,136,194,136,194,152,177,152
196,136,228,136,228,149,196,149
238,137,254,137,254,145,238,145
76,137,94,137,94,153,76,153
93,137,126,137,126,150,93,150
28,138,44,138,44,154,28,154
129,153,178,153,178,168,129,168
78,154,93,154,93,168,78,168
93,154,105,154,105,169,93,169
105,154,129,154,129,168,105,168
145,182,158,182,158,190,145,190
48,184,66,184,66,188,48,188
112,184,125,184,125,189,112,189
126,184,140,184,140,189,126,189
