30,13,45,13,45,26,30,26
46,13,62,13,62,26,46,26
64,14,104,14,104,29,64,29
114,14,138,14,138,29,114,29
105,17,113,17,113,29,105,29
138,17,153,17,153,30,138,30
152,17,188,17,188,30,152,30
188,17,209,17,209,32,188,32
226,18,246,18,246,33,226,33
209,20,225,20,225,32,209,32
22,45,48,45,48,65,22,65
48,48,58,48,58,64,48,64
60,48,82,48,82,65,60,65
128,48,160,48,160,68,128,68
81,49,102,49,102,66,81,66
100,49,129,49,129,68,100,68
174,49,186,49,186,66,174,66
186,49,205,49,205,68,186,68
208,49,232,49,232,69,208,69
228,49,252,49,252,69,228,69
157,50,177,50,177,68,157,68
70,72,165,72,165,113,70,113
166,78,210,78,210,113,166,113
118,121,152,121,152,136,118,136
182,121,204,121,204,136,182,136
204,121,225,121,225,134,204,134
240,121,256,121,256,136,240,136
20,122,37,122,37,136,20,136
37,122,62,122,62,136,37,136
62,122,86,122,86,136,62,136
86,122,116,122,116,136,86,136
150,122,178,122,178,136,150,136
228,122,241,122,241,134,228,134
177,138,196,138,196,152,177,152
196,138,209,138,209,152,196,152
209,138,233,138,233,152,209,152
233,138,257,138,257,152,233,152
18,141,66,139,67,153,18,155
93,140,150,140,150,154,93,154
66,142,96,142,96,153,66,153
