109,8,133,8,133,16,109,16
134,8,153,8,153,16,134,16
153,8,200,8,200,16,153,16
200,8,225,8,225,16,200,16
226,8,245,8,245,16,226,16
245,8,264,8,264,16,245,16
170,16,192,16,192,24,170,24
206,17,235,15,236,24,206,26
137,17,153,17,153,24,137,24
153,17,165,17,165,25,153,25
113,28,140,28,140,40,113,40
140,28,177,28,177,40,140,40
208,28,238,28,238,40,208,40
177,29,206,29,206,40,177,40
240,30,262,30,262,40,240,40
128,44,148,44,148,54,128,54
164,42,238,42,238,54,164,54
157,45,166,45,166,54,157,54
144,60,225,60,225,72,144,72
102,64,126,64,126,73,102,73
102,93,140,93,140,102,102,102
162,93,174,93,174,101,162,101
177,93,213,93,213,101,177,101
170,105,210,105,210,116,170,116
102,109,132,109,132,117,102,117
132,110,145,110,145,116,132,116
130,121,153,121,153,130,130,130
154,121,186,121,186,132,154,132
190,121,205,121,205,130,190,130
206,120,229,120,229,130,206,130
205,134,229,134,229,144,205,144
230,134,242,134,242,144,230,144
102,138,116,138,116,146,102,146
117,138,169,138,169,148,117,148
169,138,181,138,181,146,169,146
116,150,138,150,138,160,116,160
138,150,160,150,160,161,138,161
160,149,182,149,182,160,160,160
185,150,216,150,216,161,185,161
221,150,236,150,236,160,221,160
236,150,260,150,260,160,236,160
