90,69,153,78,149,110,85,102
22,101,62,104,61,119,21,116
61,108,80,108,80,121,61,121
81,108,116,112,114,126,79,122
116,114,132,114,132,126,116,126
132,116,157,116,157,129,132,129
156,116,211,123,209,138,154,131
33,121,53,121,53,136,33,136
56,124,78,124,78,137,56,137
80,124,115,126,114,141,79,139
116,129,140,129,140,144,116,144
141,131,173,134,171,148,140,145
172,136,189,136,189,149,172,149
188,137,209,137,209,150,188,150
28,145,50,147,49,157,27,155
50,149,65,149,65,157,50,157
65,150,78,150,78,158,65,158
78,151,143,154,142,164,78,161
142,156,179,158,178,167,142,164
178,160,206,160,206,168,178,168
105,165,121,165,121,173,105,173
122,165,163,168,162,177,122,174
