42,28,102,28,102,53,42,53
105,33,133,33,133,53,105,53
138,34,190,34,190,53,138,53
194,34,225,34,225,54,194,54
228,34,256,34,256,54,228,54
37,61,156,63,155,107,36,105
173,69,265,69,265,105,173,105
37,117,73,117,73,132,37,132
74,117,90,117,90,133,74,133
153,117,189,117,189,132,153,132
201,117,224,117,224,132,201,132
1,118,18,118,18,132,1,132
102,118,124,118,124,132,102,132
124,118,152,118,152,133,124,133
224,118,246,118,246,132,224,132
17,120,37,120,37,132,17,132
89,120,101,120,101,132,89,132
190,120,202,120,202,132,190,132
245,120,280,120,280,132,245,132
280,120,294,120,294,132,280,132
116,138,160,138,160,152,116,152
254,138,296,138,296,152,254,152
0,140,20,140,20,153,0,153
18,140,41,140,41,153,18,153
41,140,92,140,92,153,41,153
92,140,114,140,114,152,92,152
208,140,232,140,232,152,208,152
232,140,253,140,253,152,232,152
