94,16,113,16,113,24,94,24
112,16,134,16,134,22,112,22
134,16,158,16,158,24,134,24
158,16,177,16,177,22,158,22
177,16,205,16,205,24,177,24
114,22,125,22,125,29,114,29
134,22,153,22,153,28,134,28
97,31,117,29,117,38,98,40
166,30,204,30,204,40,166,40
117,32,144,32,144,40,117,40
125,42,178,42,178,50,125,50
125,56,194,56,194,64,125,64
141,78,165,78,165,85,141,85
164,78,181,78,181,85,164,85
145,88,162,88,162,96,145,96
161,88,182,88,182,97,161,97
129,99,204,99,204,109,129,109
174,110,200,110,200,120,174,120
160,112,174,112,174,120,160,120
89,113,118,113,118,121,89,121
133,122,211,120,212,130,133,132
122,122,133,122,133,130,122,130
96,124,122,124,122,132,96,132
102,185,127,182,128,189,102,192
