0,1,20,1,20,20,0,20
112,45,132,45,132,53,112,53
133,46,149,46,149,54,133,54
148,46,158,46,158,54,148,54
158,48,172,48,172,56,158,56
172,48,188,48,188,56,172,56
188,49,209,49,209,57,188,57
208,52,238,52,238,60,208,60
133,54,145,54,145,60,133,60
145,56,157,56,157,62,145,62
188,56,204,58,203,64,187,62
121,64,145,64,145,76,121,76
146,64,177,64,177,77,146,77
177,66,208,66,208,78,177,78
209,70,232,70,232,80,209,80
134,78,196,80,195,93,134,91
122,81,134,81,134,89,122,89
142,100,204,100,204,110,142,110
168,114,193,114,193,122,168,122
133,124,150,124,150,132,133,132
108,124,119,126,118,132,107,130
120,126,129,126,129,130,120,130
196,126,209,126,209,134,196,134
166,128,178,128,178,133,166,133
209,128,224,128,224,134,209,134
106,138,118,138,118,144,106,144
120,138,133,138,133,144,120,144
178,140,194,140,194,148,178,148
193,140,209,140,209,148,193,148
176,148,200,148,200,156,176,156
116,155,160,157,159,165,115,163
160,157,181,157,181,165,160,165
184,157,198,157,198,165,184,165
198,157,214,157,214,164,198,164
161,169,173,169,173,177,161,177
174,169,200,169,200,177,174,177
73,172,109,172,109,180,73,180
